name,address,lon,lat,raw_keyword,raw_type,source,poi_id,category,classification_reason,is_urban_production,is_traditional_factory,is_industrial_space,distance_to_people_square_km,center_zone,is_inner_center,distance_to_central_core_km,distance_to_xujiahui_km,distance_to_wujiaochang_km,distance_to_zhangjiang_km,distance_to_hongqiao_km,distance_to_qiantan_km,nearest_center,nearest_center_label_zh,distance_to_nearest_center_km,nearest_center_zone,polycentric_centrality_score
上海柏飞电子科技有限公司,白莲泾路127号中电科信息科技大厦5层,121.499865,31.190322,电子厂,公司企业;公司企业;公司企业,amap,P00645,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,5.1041,inner_center,1,5.2505,6.0023,12.7078,8.4707,17.0687,4.9211,qiantan,前滩,4.9211,center_influence,1.647
上海锐测电子科技有限公司,周家嘴路3586号,121.539202,31.275866,电子厂,公司企业;公司;公司,amap,P00646,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,8.0205,middle,0,6.5675,13.754,3.8907,9.2791,22.6588,15.0956,wujiaochang,五角场,3.8907,center_influence,1.2752
上海致能工业电子有限公司,杨树浦路1198号山金金融广场,121.533811,31.253188,电子厂,公司企业;公司;机械电子,amap,P00647,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,6.2513,inner_center,1,4.7558,11.6978,5.9242,7.537,21.2937,12.6028,central_core,人民广场-外滩-陆家嘴核心区,4.7558,center_influence,1.4034
上海曼琳电子科技有限公司,峨山路689号,121.519653,31.213859,电子厂,公司企业;公司;公司,amap,P00648,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,4.741,inner_center,1,3.9314,8.3696,10.0232,6.5658,19.058,8.1382,central_core,人民广场-外滩-陆家嘴核心区,3.9314,center_influence,1.5894
麦格纳汽车电子(上海)有限公司,西韩路518号,121.455025,30.950725,电子厂,公司企业;公司;公司,amap,P00649,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,31.1493,outer,0,31.9186,26.4963,39.68,30.8028,30.0222,22.492,qiantan,前滩,22.492,far_from_centers,0.0545
立卬电子(上海)有限公司,陈桥路1353号,121.454625,30.945625,电子厂,公司企业;公司;机械电子,amap,P00650,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,31.7176,outer,0,32.4867,27.0598,40.2467,31.3364,30.5202,23.0604,qiantan,前滩,23.0604,far_from_centers,0.0497
珩星电子,三达支路与竹园路交叉口北180米,121.519925,31.071975,电子厂,公司企业;公司;机械电子,amap,P00651,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,18.157,outer,0,18.5371,15.1817,25.7937,15.9703,23.3905,9.9881,qiantan,前滩,9.9881,far_from_centers,0.4181
欧时电子元件(上海)有限公司,富特东三路30号27号楼,121.625743,31.315314,电子厂,公司企业;公司企业;公司企业,amap,P00652,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,17.2614,middle,0,15.7752,22.835,10.6254,12.9617,31.9558,23.2059,wujiaochang,五角场,10.6254,far_from_centers,0.4056
上海尚研微电子有限公司,楚工路199号,121.448185,30.818446,电子厂,公司企业;公司;公司,amap,P00653,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,45.8717,outer,0,46.6275,41.1625,54.3506,44.8196,43.5928,37.2105,qiantan,前滩,37.2105,far_from_centers,0.0049
万有引力(宁波)电子科技有限公司,郭守敬路498号1号楼东楼3层301室,121.598398,31.210195,电子厂,公司企业;公司;公司,amap,P00654,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,12.0687,middle,0,10.9129,15.5582,13.1097,1.275,26.4855,13.5334,zhangjiang,张江,1.275,near_center,1.275
上海奥令科电子科技有限公司,郭守敬路浦东软件园1号楼4楼东侧,121.598555,31.21021,电子厂,公司企业;公司;机械电子,amap,P00655,industrial_space,命中产业/园区关键词「软件园」,0,0,1,12.0831,middle,0,10.9268,15.5732,13.1174,1.288,26.5005,13.5474,zhangjiang,张江,1.288,near_center,1.2722
上海芯诣电子科技有限公司,金豫路216号3号楼2楼,121.616125,31.253525,电子厂,公司企业;公司企业;公司企业,amap,P00656,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,13.7824,middle,0,12.3472,18.5218,11.1482,6.1985,28.8563,17.6415,zhangjiang,张江,6.1985,center_influence,0.7463
上海电子直招中心,康桥路与御秀支路交叉口西80米,121.57845,31.15008,电子厂,生活服务;生活服务场所;生活服务场所,amap,P00657,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,13.3809,middle,0,12.9026,14.1379,18.1464,5.9925,25.0423,10.019,zhangjiang,张江,5.9925,center_influence,0.8318
纳科思船舶电子(上海)有限公司,新金桥路1599号B3栋304室,121.621599,31.255128,电子厂,公司企业;公司;机械电子,amap,P00658,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,14.327,middle,0,12.8891,19.0705,11.5158,6.5981,29.4035,18.1573,zhangjiang,张江,6.5981,center_influence,0.694
且浦电子(上海)有限公司,张江路368号1号楼601室,121.611425,31.209475,电子厂,公司企业;公司;机械电子,amap,P00659,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,13.3017,middle,0,12.1307,16.7721,13.9562,2.3644,27.7173,14.601,zhangjiang,张江,2.3644,near_center,1.0631
上海西岱尔电子有限公司,张江高科技园区上科路88号豪威科技园区西塔509室,121.602775,31.184975,电子厂,公司企业;公司;机械电子,amap,P00660,industrial_space,命中产业/园区关键词「科技园」,0,0,1,13.2742,middle,0,12.3392,15.7933,15.6518,2.5062,26.8733,12.8494,zhangjiang,张江,2.5062,near_center,1.0608
上海欧陆通电子科技有限公司,金穗路1501号2幢101,121.635632,31.265741,电子厂,公司企业;公司;机械电子,amap,P00661,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,15.8876,middle,0,14.4268,20.7654,12.2501,8.3011,30.9814,19.9366,zhangjiang,张江,8.3011,far_from_centers,0.544
燕芯微电子(上海)有限公司,张江高科技园区盛夏路560号2幢202,121.626432,31.208323,电子厂,公司企业;公司;机械电子,amap,P00662,industrial_space,命中产业/园区关键词「科技园」,0,0,1,14.7297,middle,0,13.5471,18.1708,15.0249,3.7335,29.1356,15.8482,zhangjiang,张江,3.7335,center_influence,0.8505
泰凌微电子(上海)股份有限公司,张江高科技园区盛夏路61弄1号,121.629651,31.214859,电子厂,公司企业;公司;公司,amap,P00663,industrial_space,命中产业/园区关键词「科技园」,0,0,1,14.9297,middle,0,13.6991,18.5749,14.745,4.1973,29.4862,16.4237,zhangjiang,张江,4.1973,center_influence,0.8017
上海唯捷创芯电子技术有限公司,集鼎天地5号楼,121.626644,31.204289,电子厂,公司企业;公司;机械电子,amap,P00664,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,14.8312,middle,0,13.6772,18.1423,15.3596,3.7147,29.1369,15.6967,zhangjiang,张江,3.7147,center_influence,0.8475
上海视源星创电子科技有限公司,康威路299号,121.63375,31.125499,电子厂,公司企业;公司;公司,amap,P00665,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,19.1807,outer,0,18.5701,20.0074,22.8406,9.7116,30.7892,15.5702,zhangjiang,张江,9.7116,far_from_centers,0.3819
上海冠甲长兴电子有限公司,长兴镇兴冠路58号,121.731338,31.373554,电子厂,公司企业;公司企业;公司企业,amap,P00666,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,29.1986,outer,0,27.7118,34.74,21.9842,23.3352,43.8044,34.738,wujiaochang,五角场,21.9842,far_from_centers,0.0627
禹华电子(上海)有限公司,金桥出口加工区南区龙桂路116号,121.679562,31.223501,电子厂,公司企业;公司;公司,amap,P00667,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,19.5895,outer,0,18.2895,23.4139,18.0407,9.0266,34.2956,21.1624,zhangjiang,张江,9.0266,far_from_centers,0.3719
上海菩捷电子科技有限公司,合庆镇东胜路38号A3-101,121.690497,31.243772,电子厂,公司企业;公司企业;公司企业,amap,P00668,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,20.6655,outer,0,19.2882,24.8961,17.9955,10.765,35.6013,23.0303,zhangjiang,张江,10.765,far_from_centers,0.2962
上海芯旺微电子技术股份有限公司工厂,古博路与新泽路交叉口东北100米,121.635822,31.082368,电子厂,公司企业;公司;机械电子,amap,P00669,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,22.5596,outer,0,22.1751,22.3178,27.1943,14.2191,32.5146,17.3291,zhangjiang,张江,14.2191,far_from_centers,0.2134
原集微(上海)电子有限公司,川沙路6999号B8栋,121.713563,31.155709,电子厂,公司企业;公司;机械电子,amap,P00670,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,24.2802,outer,0,23.2729,26.5826,25.0809,13.1042,37.6479,22.8755,zhangjiang,张江,13.1042,far_from_centers,0.1844
上海华懿电子产品有限公司,宏祥北路83弄15幢1楼,121.806278,30.986533,电子厂,公司企业;公司;机械电子,amap,P00671,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,41.6875,outer,0,41.1244,41.7401,44.8926,31.8601,51.7349,36.6952,zhangjiang,张江,31.8601,far_from_centers,0.0099
上海江丰电子材料有限公司,泥城镇云淡路33号,121.799786,30.877524,电子厂,公司企业;公司;公司,amap,P00672,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,50.045,outer,0,49.7555,48.9064,54.6326,41.4933,57.7121,43.6216,zhangjiang,张江,41.4933,far_from_centers,0.0024
上海润平电子材料有限公司,两港大道入口与两港大道交叉口南160米,121.799821,30.87757,电子厂,公司企业;公司;机械电子,amap,P00673,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,50.0431,outer,0,49.7534,48.9052,54.6298,41.4905,57.7116,43.6204,zhangjiang,张江,41.4905,far_from_centers,0.0024
云尖鸿智电子(上海)有限公司,南乐路1925号A7栋,121.280086,31.009372,电子厂,公司企业;公司;机械电子,amap,P00674,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,30.7202,outer,0,32.0659,24.8873,39.6354,36.368,20.9856,24.3136,hongqiao,虹桥,20.9856,far_from_centers,0.0719
上海广电飞跃照明电子器材厂有限公司,望东中路68号6栋6楼,121.29519,31.120531,电子厂,公司企业;工厂;工厂,amap,P00675,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,20.9206,outer,0,22.4,15.4501,29.1809,29.3091,8.613,17.3089,hongqiao,虹桥,8.613,far_from_centers,0.4092
上海舒井电子科技有限公司,崧波路1717号,121.182632,31.178148,电子厂,公司企业;公司;机械电子,amap,P00676,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,28.286,outer,0,29.737,24.2061,34.5281,38.6234,13.2464,27.7946,hongqiao,虹桥,13.2464,far_from_centers,0.1492
晶科乐电子(上海)有限公司,书海路500号1号楼4楼405,121.322843,31.029698,电子厂,公司企业;工厂;工厂,amap,P00677,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,26.5373,outer,0,27.8349,20.7246,35.5367,31.7536,18.371,19.7772,hongqiao,虹桥,18.371,far_from_centers,0.1328
德佟电子科技(上海)有限公司,长逸路188号908室,121.493957,31.338165,电子厂,公司企业;公司;机械电子,amap,P00678,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,12.1366,middle,0,11.3309,17.5063,4.2894,17.4289,22.9254,20.7502,wujiaochang,五角场,4.2894,center_influence,0.8027
诚一谨电子有限公司,民益路1698号联东U谷上海松江新桥国际企业港11A5楼,121.285124,31.04058,电子厂,公司企业;公司;公司,amap,P00679,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,27.7063,outer,0,29.0895,21.8867,36.5291,34.0119,17.487,21.8012,hongqiao,虹桥,17.487,far_from_centers,0.1203
上海勤申电子有限公司,万源路2163号B-503,121.386124,31.169336,电子厂,公司企业;公司;机械电子,amap,P00680,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,10.7464,middle,0,12.2117,5.2709,19.3216,19.5363,6.8595,8.4967,xujiahui,徐家汇,5.2709,center_influence,1.186
上海昴达电子有限公司,马桥镇碧溪路55号13号楼201室,121.361731,31.001666,电子厂,公司企业;公司;公司,amap,P00681,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,27.5773,outer,0,28.728,21.9703,36.624,31.0749,21.8424,19.8399,qiantan,前滩,19.8399,far_from_centers,0.1048
上海仕言电子科技有限公司,九亭镇龙高路201弄36号3幢202室,121.30384,31.113265,电子厂,公司企业;公司;机械电子,amap,P00682,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,20.756,outer,0,22.221,15.1683,29.1802,28.8011,9.2148,16.6967,hongqiao,虹桥,9.2148,far_from_centers,0.3976
上海立心电子商务有限公司,九亭镇金马路159号1号楼2楼,121.314303,31.119428,电子厂,公司企业;公司;公司,amap,P00683,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,19.5507,outer,0,21.0145,13.9595,27.9993,27.63,8.4128,15.5614,hongqiao,虹桥,8.4128,far_from_centers,0.468
上海扬基电子科技有限公司,徐塘路58号6幢,121.276971,31.046784,电子厂,公司企业;公司;公司,amap,P00684,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,27.7025,outer,0,29.1058,21.9046,36.4542,34.3154,16.983,22.068,hongqiao,虹桥,16.983,far_from_centers,0.1236
广芯电子技术(上海)股份有限公司,顾戴路2337号维璟中心H幢17层,121.359754,31.128907,电子厂,公司企业;公司;公司,amap,P00685,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,15.6483,middle,0,17.0658,9.8821,24.4078,23.2073,8.234,11.1084,hongqiao,虹桥,8.234,far_from_centers,0.6993
上海腾和电子科技有限公司,绥德路613弄21号楼五层,121.373366,31.263551,电子厂,公司企业;公司;机械电子,amap,P00686,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,10.2258,middle,0,11.2895,10.2969,14.1603,21.4391,9.14,15.5854,hongqiao,虹桥,9.14,far_from_centers,0.747
上海格瑞宝电子有限公司,张东路1850号张江高科·集贤天地D幢F5层,121.630875,31.208218,电子厂,公司企业;公司;机械电子,amap,P00687,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,15.1484,middle,0,13.9612,18.589,15.3345,4.1505,29.5571,16.2333,zhangjiang,张江,4.1505,center_influence,0.7952
星尘电子科技有限公司,颛桥镇光华路335号锦和越界光华酷5号楼101B,121.393488,31.06984,电子厂,公司企业;公司;机械电子,amap,P00688,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,19.4168,outer,0,20.5806,13.8235,28.4661,23.7039,15.5448,11.9107,qiantan,前滩,11.9107,far_from_centers,0.3725
上海精传电子科技有限公司,梅陇镇莲花南路2129弄-118号-5号楼,121.428693,31.076045,电子厂,公司企业;公司;机械电子,amap,P00689,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,17.6898,middle,0,18.6967,12.5282,26.6245,20.7187,16.7542,9.4888,qiantan,前滩,9.4888,far_from_centers,0.4787
上海擎天电子科技有限公司,武宁南路318号(武宁路地铁站5A口步行150米),121.433602,31.231282,电子厂,公司企业;公司;机械电子,amap,P00690,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,3.8138,inner_center,1,5.1844,4.7669,11.163,14.969,11.4915,9.5458,xujiahui,徐家汇,4.7669,center_influence,1.4624
富联国基(上海)电子有限公司,南乐路1925号,121.278992,31.00901,电子厂,公司企业;公司;机械电子,amap,P00691,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,30.8149,outer,0,32.1618,24.9821,39.7274,36.4758,21.0445,24.4188,hongqiao,虹桥,21.0445,far_from_centers,0.0709
芯驿电子科技(上海)有限公司,新桥镇漕松路1号南浔(松江)人才科创中心1号楼301室,121.321283,31.095999,电子厂,公司企业;公司;公司,amap,P00692,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,20.8246,outer,0,22.2429,15.0552,29.544,28.0163,10.9976,15.7621,hongqiao,虹桥,10.9976,far_from_centers,0.3548
上海彩和电子有限公司,共康路1026号西一层,121.424694,31.319742,电子厂,公司企业;公司;机械电子,amap,P00693,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,10.9719,middle,0,11.0385,14.6388,8.7301,20.1772,17.0528,19.1706,wujiaochang,五角场,8.7301,far_from_centers,0.6133
思源清能电气电子有限公司,华宁路3399号5号楼,121.379289,31.05786,电子厂,公司企业;公司;机械电子,amap,P00694,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,21.1853,outer,0,22.3779,15.5238,30.2395,25.5935,16.2332,13.8004,qiantan,前滩,13.8004,far_from_centers,0.2868
佳城达电子科技(上海)有限公司,马路镇丰硕路100弄50号1幢,121.283743,31.362784,电子厂,公司企业;公司;机械电子,amap,P00695,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,23.2905,outer,0,23.9454,24.2312,22.8922,33.8802,18.9919,29.5225,hongqiao,虹桥,18.9919,far_from_centers,0.1112
上海麦骏电子有限公司,浦东新区置业路111号3号楼3层,121.689595,31.207075,电子厂,公司企业;公司;公司,amap,P00696,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,20.6934,outer,0,19.4639,24.133,19.8067,9.709,35.1312,21.4652,zhangjiang,张江,9.709,far_from_centers,0.3228
上海川土微电子有限公司,徐泾镇高泾路599号北斗产业基地D座5楼,121.292439,31.163892,电子厂,公司企业;公司;公司,amap,P00697,industrial_space,命中产业/园区关键词「产业基地」,0,0,1,18.7598,outer,0,20.255,14.0039,26.2476,28.4199,4.3606,17.2476,hongqiao,虹桥,4.3606,center_influence,0.6924
上海怡隽电子有限公司,云桥路858号A栋7楼,121.617723,31.249355,电子厂,公司企业;公司;机械电子,amap,P00698,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,13.8538,middle,0,12.4354,18.4875,11.5172,5.858,28.9043,17.4693,zhangjiang,张江,5.858,center_influence,0.7576
上海满斡窠达电子科技有限公司,浦卫公路3398号14幢,121.407131,30.924648,电子厂,公司企业;公司;机械电子,amap,P00699,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,34.5842,outer,0,35.5063,29.4748,43.3965,35.4432,31.1631,26.0955,qiantan,前滩,26.0955,far_from_centers,0.032
上海法本电子科技有限公司,尚品都汇2号楼,121.355171,31.227127,电子厂,公司企业;公司;公司,amap,P00700,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,11.276,middle,0,12.6525,8.8722,17.4006,22.2602,4.8696,13.9676,hongqiao,虹桥,4.8696,center_influence,0.9705
上海黎明瑞达电子科技有限公司,黎平路203号,121.55887,31.276895,电子厂,公司企业;公司;公司,amap,P00701,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,9.606,middle,0,8.1187,15.2091,5.1607,8.6167,24.4285,16.0627,wujiaochang,五角场,5.1607,center_influence,1.0845
上海天合电子有限公司,川沙新镇王桥工业区创业路785号3幢,121.696915,31.215715,电子厂,公司企业;公司;机械电子,amap,P00702,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,21.288,outer,0,20.0165,24.924,19.9031,10.4859,35.8744,22.4159,zhangjiang,张江,10.4859,far_from_centers,0.2881
上海海穆电子科技有限公司,景谷路410号联东U谷国际企业港14号,121.385646,31.010925,电子厂,公司企业;公司企业;公司企业,amap,P00703,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,25.8039,outer,0,26.8914,20.3373,34.815,28.7705,21.3767,17.8043,qiantan,前滩,17.8043,far_from_centers,0.1361
上海朗仕电子设备有限公司,新桥镇民强路227号C栋,121.301419,31.046642,电子厂,公司企业;公司企业;公司企业,amap,P00704,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,26.1984,outer,0,27.5655,20.3693,35.0716,32.3403,16.5853,20.1446,hongqiao,虹桥,16.5853,far_from_centers,0.149
珅斯电子(上海)有限公司,外冈镇银龙路258弄金地智造园19号楼5楼,121.191634,31.34608,电子厂,公司企业;公司;机械电子,amap,P00705,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,29.7296,outer,0,30.6708,29.1546,31.0432,40.8391,20.7989,34.3548,hongqiao,虹桥,20.7989,far_from_centers,0.055
易福门电子,金桥镇唐陆路756号,121.62965,31.248131,电子厂,公司企业;公司;机械电子,amap,P00706,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,14.9571,middle,0,13.5486,19.5008,12.5617,6.3817,29.9872,18.2958,zhangjiang,张江,6.3817,center_influence,0.6659
上海科发电子产品有限公司,美裕路535号,121.265225,31.297825,电子厂,公司企业;公司;机械电子,amap,P00707,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,21.186,outer,0,22.2299,20.3431,23.7124,32.3942,12.5934,25.5454,hongqiao,虹桥,12.5934,far_from_centers,0.2188
上海斯丹麦德电子有限公司,新桥镇申港路2960号2幢,121.326775,31.034825,电子厂,公司企业;公司;公司,amap,P00708,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,25.8552,outer,0,27.1528,20.0427,34.8551,31.11,17.8096,19.1132,hongqiao,虹桥,17.8096,far_from_centers,0.1476
上海骏森明电子科技有限公司,云岭东路391弄3号东渡国际嘉庭广场F12层,121.387754,31.222261,电子厂,公司企业;公司;公司,amap,P00709,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,8.2222,middle,0,9.6417,5.9876,15.0996,19.1206,7.0828,11.2432,xujiahui,徐家汇,5.9876,center_influence,1.1518
朗慧电子(上海)有限公司,沪太路5355号,121.379208,31.357317,电子厂,公司企业;公司;公司,amap,P00710,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,16.7265,middle,0,16.948,19.5533,14.1737,26.1745,18.9022,24.4748,wujiaochang,五角场,14.1737,far_from_centers,0.2645
上海小阪电子科技有限公司,金都路1111号1幢,121.430862,31.090277,电子厂,公司企业;公司;机械电子,amap,P00711,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,16.1053,middle,0,17.1276,10.9365,25.0566,19.5119,15.6734,7.9975,qiantan,前滩,7.9975,center_influence,0.6103
上海凯飞电子科技有限公司,洞业路55号,121.255862,31.079959,电子厂,公司企业;公司;机械电子,amap,P00712,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,26.6369,outer,0,28.1013,21.0295,35.0178,34.4265,14.1844,22.2025,hongqiao,虹桥,14.1844,far_from_centers,0.1642
上海捷敬电子有限公司,振盈路258号3幢,121.11221,31.190507,电子厂,公司企业;公司;公司,amap,P00713,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,34.6633,outer,0,36.0808,30.8767,40.2866,45.2396,19.8185,34.6053,hongqiao,虹桥,19.8185,far_from_centers,0.0499
上海京璞电子有限公司,武威东路地铁站3号口步行390米,121.393561,31.273865,电子厂,公司企业;公司;机械电子,amap,P00714,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,9.0218,middle,0,9.8794,10.3442,11.9857,20.0429,11.196,15.4848,central_core,人民广场-外滩-陆家嘴核心区,9.8794,far_from_centers,0.7726
力森诺科电子材料(上海)有限公司,柘林镇化学工业园区北银河路28号,121.483883,30.804862,电子厂,公司企业;公司企业;公司企业,amap,P00715,industrial_space,命中产业/园区关键词「工业园」,0,0,1,47.3277,outer,0,47.9864,42.8941,55.5682,45.4046,46.0813,38.6579,qiantan,前滩,38.6579,far_from_centers,0.0038
瑶芯微(上海)电子科技股份有限公司,丹桂路999号张江国创中心1期C3号楼,121.628796,31.22186,电子厂,公司企业;公司;公司,amap,P00716,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,14.778,middle,0,13.5035,18.6331,14.1713,4.4229,29.473,16.6951,zhangjiang,张江,4.4229,center_influence,0.7921
上海琥正电子科技有限公司,江桥镇景域大道88号1号楼503室,121.316919,31.228396,电子厂,公司企业;公司;机械电子,amap,P00717,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,14.9088,middle,0,16.2717,12.2338,20.5879,25.8904,3.7401,17.0997,hongqiao,虹桥,3.7401,center_influence,0.8363
上海知闲电子有限公司,金沙江路1340弄A区A1栋1楼A座,121.388221,31.234319,电子厂,公司企业;公司;机械电子,amap,P00718,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,8.139,middle,0,9.4705,6.8776,14.2956,19.2688,7.7902,12.1783,xujiahui,徐家汇,6.8776,center_influence,1.0611
上海兄弟微电子技术有限公司,秀沿路1670弄9号创智空间5号楼4层,121.592893,31.133876,电子厂,公司企业;公司;机械电子,amap,P00719,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,15.613,middle,0,15.1627,16.0464,20.3155,7.7471,26.7912,11.5758,zhangjiang,张江,7.7471,center_influence,0.6144
上海弓望电子科技有限公司,虹梅南路4999弄12号,121.447755,31.051611,电子厂,公司企业;公司;公司,amap,P00720,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,20.0332,outer,0,20.8981,15.2571,28.7671,21.4956,20.0148,11.4661,qiantan,前滩,11.4661,far_from_centers,0.329
上海丽冠电子有限公司,泰谷路138号,121.601175,31.334375,电子厂,公司企业;公司;公司,amap,P00721,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,16.7456,middle,0,15.3218,22.5214,8.886,14.6208,30.8579,23.6107,wujiaochang,五角场,8.886,far_from_centers,0.4415
铭丰达电子(上海)有限公司,高技路655号绿亮科创园3号楼688座,121.292725,31.105125,电子厂,公司企业;公司;机械电子,amap,P00722,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,22.1479,outer,0,23.6123,16.5512,30.5652,30.1125,10.3265,17.9646,hongqiao,虹桥,10.3265,far_from_centers,0.3246
林德(上海)电子气体有限公司,新场镇古博路与良虹路交叉口华力二期东门,121.620465,31.078233,电子厂,公司企业;公司;机械电子,amap,P00723,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,21.9395,outer,0,21.6489,21.3524,27.0347,14.2651,31.3586,16.2651,zhangjiang,张江,14.2651,far_from_centers,0.2313
上海岱腾电子科技有限公司,剑兰路315号3号楼2楼,121.31296,31.330165,电子厂,公司企业;公司;公司,amap,P00724,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,18.8785,outer,0,19.6152,19.6648,19.3854,29.6658,15.0579,24.9559,hongqiao,虹桥,15.0579,far_from_centers,0.2193
全智诚(上海)电子有限公司,菘泽大道6660号2层,121.177466,31.175407,电子厂,公司企业;公司;公司,amap,P00725,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,28.8306,outer,0,30.2839,24.7135,35.1011,39.1371,13.778,28.2547,hongqiao,虹桥,13.778,far_from_centers,0.1367
上海堂奕电子有限公司,清河湾路819弄52号,121.099775,31.166821,电子厂,公司企业;公司;机械电子,amap,P00726,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,36.2612,outer,0,37.7076,32.1533,42.292,46.5833,21.2288,35.5686,hongqiao,虹桥,21.2288,far_from_centers,0.0396
璞致电子科技(上海)有限公司,康威路739弄10号楼3层,121.623172,31.124415,电子厂,公司企业;公司;机械电子,amap,P00727,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,18.4688,outer,0,17.9138,19.1125,22.4661,9.4123,29.8475,14.6087,zhangjiang,张江,9.4123,far_from_centers,0.4184
洛坦电子科技(上海)有限公司,上海松江出口加工区茸腾路38号,121.298936,31.020356,电子厂,公司企业;公司;机械电子,amap,P00728,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,28.6745,outer,0,30.0046,22.8442,37.6236,34.1976,19.5167,22.1576,hongqiao,虹桥,19.5167,far_from_centers,0.0977
上海翔骜电子科技有限公司,中春路1088号11幢102室,121.401497,31.04346,电子厂,公司企业;公司;机械电子,amap,P00729,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,21.8933,outer,0,22.9725,16.4742,30.8975,25.102,18.5207,13.905,qiantan,前滩,13.905,far_from_centers,0.2512
上海仲璇电子科技有限公司,漕溪北路339号中金国际广场A楼F15层,121.439099,31.190678,电子厂,公司企业;公司;机械电子,amap,P00730,traditional_factory,命中传统制造关键词「电子厂」,0,1,0,5.5079,inner_center,1,6.8773,0.3263,14.4967,14.1954,11.2908,5.3519,xujiahui,徐家汇,0.3263,near_center,2.0102
